0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
4,0,581,0,0,0
4,0,543,0,0,0
4,0,485,0,0,0
4,0,439,0,0,0
4,0,387,0,0,0
4,0,335,0,0,0
4,534,286,0,0,0
5,490,242,0,0,0
5,444,196,0,0,0
5,404,156,0,0,1
5,347,99,0,0,1
5,296,48,0,0,1
5,245,0,0,0,0
5,199,564,0,0,0
6,150,515,0,0,1
6,104,469,0,0,1
6,58,423,0,0,1
6,10,375,0,0,1
6,0,326,0,0,0
6,0,274,0,0,0
6,539,227,0,0,0
7,493,181,0,0,0
7,445,133,0,0,1
7,399,87,0,0,1
7,345,33,0,0,1
7,292,0,0,0,0
7,244,579,0,0,0
7,193,528,0,0,0
8,139,474,0,0,1
8,86,421,0,0,1
8,45,380,0,0,1
8,0,325,0,0,0
8,0,272,0,0,0
8,0,212,0,0,0
8,0,163,0,0,1
9,0,121,0,0,1
9,0,68,0,0,1
9,0,20,0,0,1
9,0,0,0,0,0
9,0,583,0,0,0
9,0,530,0,0,0
9,0,494,0,0,0
9,0,465,0,0,0
9,0,422,0,0,0
10,0,386,0,0,0
10,0,337,0,0,0
10,0,294,0,0,0
10,0,237,0,0,0
10,0,190,0,0,0
10,0,148,0,0,1
10,0,111,0,0,1
10,0,56,0,0,1
11,0,7,0,0,1
11,537,0,0,0,0
11,482,0,0,0,0
11,433,0,0,0,0
11,378,0,0,0,0
11,329,0,0,0,0
11,272,0,0,0,0
12,230,573,0,0,0
12,174,517,0,0,1
12,119,462,0,0,1
12,64,407,0,0,1
12,15,358,0,0,1
12,0,308,0,0,0
13,0,246,0,0,0
13,0,188,0,0,0
13,0,139,0,0,1
13,0,83,0,0,1
13,0,33,0,0,1
13,546,0,0,0,0
13,499,0,0,0,0
13,449,0,0,0,0
14,392,0,0,0,0
14,342,0,0,0,0
14,290,0,0,0,0
14,248,0,0,0,0
14,197,0,0,0,0
14,144,543,0,0,1
14,89,488,0,0,1
14,47,446,0,0,1
15,9,408,0,0,1
15,0,357,0,0,0
15,0,307,0,0,0
15,0,254,0,0,0
15,0,204,0,0,0
15,0,146,0,0,1
15,0,89,0,0,1
16,0,42,0,0,1
16,0,483,0,0,0
16,0,439,0,0,0
16,0,382,0,0,0
16,0,324,0,0,0
16,0,268,0,0,0
16,0,203,0,0,0
17,565,158,0,0,1
17,512,105,0,0,1
17,466,59,0,0,1
17,409,2,0,0,1
17,349,0,0,0,0
17,296,0,0,0,0
17,246,0,0,0,0
17,194,0,0,0,0
18,149,0,0,0,1
18,103,0,0,0,1
18,57,0,0,0,1
18,0,0,0,0,0
18,293,0,0,0,0
18,242,558,0,0,0
18,195,511,0,0,0
19,148,464,0,0,1
19,94,410,0,0,1
19,34,350,0,0,1
19,0,289,0,0,0
19,0,230,0,0,0
19,0,168,0,0,1
19,0,117,0,0,1
19,561,76,0,0,1
20,507,22,0,0,1
20,448,0,0,0,0
20,395,0,0,0,0
20,334,0,0,0,0
20,275,0,0,0,0
20,222,0,0,0,0
20,169,0,0,0,1
21,114,0,0,0,1
21,52,0,0,0,1
21,405,0,0,0,0
21,343,0,0,0,0
21,288,0,0,0,0
21,227,0,0,0,0
21,175,0,0,0,1
22,120,0,0,0,1
22,67,0,0,0,1
22,14,0,0,0,1
22,0,0,0,0,0
22,0,0,0,0,0
22,0,555,0,0,0
22,0,496,0,0,0
23,0,434,0,0,0
23,0,372,0,0,0
23,0,309,0,0,0
23,0,247,0,0,0
23,0,194,0,0,0
23,0,143,0,0,1
23,0,90,0,0,1
24,0,36,0,0,1
24,0,465,0,0,0
24,0,411,0,0,0
24,0,349,0,0,0
24,0,286,0,0,0
24,558,227,0,0,0
24,505,174,0,0,1
24,457,126,0,0,1
25,393,62,0,0,1
25,338,7,0,0,1
25,275,0,0,0,0
25,213,0,0,0,0
25,156,0,0,0,1
25,91,0,0,0,1
25,34,0,0,0,1
26,404,0,0,0,0
26,339,0,0,0,0
26,282,0,0,0,0
26,228,0,0,0,0
26,177,0,0,0,1
26,121,0,0,0,1
26,71,0,0,0,1
27,8,0,0,0,1
27,0,0,0,0,0
27,0,0,0,0,0
27,0,538,0,0,0
27,0,482,0,0,0
27,0,425,0,0,0
27,0,367,0,0,0
27,0,312,0,0,0
28,572,252,0,0,0
28,517,197,0,0,1
28,459,139,0,0,1
28,410,90,0,0,1
28,359,39,0,0,1
28,317,0,0,0,0
28,252,0,0,0,0
28,209,0,0,0,0
29,150,0,0,0,1
29,94,0,0,0,1
29,36,0,0,0,1
29,378,0,0,0,0
29,318,0,0,0,0
29,261,0,0,0,0
29,203,0,0,0,0
30,146,0,0,0,1
30,95,0,0,0,1
30,36,0,0,0,1
30,0,0,0,0,0
30,0,541,0,0,0
30,0,484,0,0,0
30,0,419,0,0,0
30,0,354,0,0,0
31,0,293,0,0,0
31,0,236,0,0,0
31,0,193,0,0,1
31,0,134,0,0,1
31,0,68,0,0,1
31,0,17,0,0,1
31,521,0,0,0,0
32,460,0,0,0,0
32,396,0,0,0,0
32,328,0,0,0,0
32,279,0,0,0,0
32,218,0,0,0,0
32,160,0,0,0,1
32,93,0,0,0,1
32,34,0,0,0,1
33,0,0,0,0,0
33,0,0,0,0,0
33,0,549,0,0,0
33,0,491,0,0,0
33,0,429,0,0,0
33,0,377,0,0,0
33,0,317,0,0,0
34,0,250,0,0,0
34,0,191,0,0,1
34,0,137,0,0,1
34,0,86,0,0,1
34,0,18,0,0,1
34,0,518,0,0,0
34,0,456,0,0,0
34,0,396,0,0,0
35,0,349,0,0,0
35,0,305,0,0,0
35,0,241,0,0,0
35,0,198,0,0,1
